station,era,q,wl
SW90,Before,2512.1731760960097,5.967618379121957
SW90,Before,2682.471736440229,6.083697911865306
SW90,Before,2864.314723709821,6.202111029533677
SW90,Before,3058.4847269810807,6.322857732127066
SW90,Before,3265.817386526903,6.4459380196454745
SW90,Before,3487.204990122348,6.571351892088906
SW90,Before,3723.600313141404,6.699099349457354
SW90,Before,3976.0207189713524,6.829180391750825
SW90,Before,4245.552537391553,6.961595018969313
SW90,Before,4533.355739759601,7.096343231112821
SW90,Before,4840.6689311252585,7.233425028181353
SW90,Before,5168.814680756541,7.372840410174904
SW90,Before,5519.205214018593,7.514589377093468
SW90,Before,5893.348490101313,7.65867192893706
SW90,Before,6292.854691752069,7.805088065705671
SW90,Before,6719.443154943193,7.953837787399298
SW90,Before,7174.94976829695,8.104921094017946
SW90,Before,7661.334874112746,8.258337985561614
SW90,Before,8180.69170499967,8.414088462030303
SW90,Before,8735.255392422834,8.572172523424015
SW90,Before,9327.412585933062,8.732590169742739
SW90,Before,9959.71172447791,8.89534140098649
SW90,Before,10634.87400399793,9.06042621715526
SW90,Before,11355.805088509198,9.227844618249048
SW90,Before,12125.607615072266,9.397596604267855
SW90,Before,12947.594546464767,9.569682175211685
SW90,Before,13825.30342902285,9.744101331080529
SW90,Before,14762.51161701228,9.920854071874398
SW90,Before,15763.252529049629,10.099940397593286
SW90,Before,16831.833006535366,10.281360308237197
SW90,Before,17972.85184880396,10.465113803806128
SW90,Before,19191.219604759284,10.651200884300069
SW90,Before,20492.17970617204,10.83962154971904
SW90,Before,21881.33103358947,11.03037580006303
SW90,Before,23364.652011972998,11.223463635332037
SW90,Before,24948.526339763608,11.418885055526069
SW90,Before,26639.770462103206,11.616640060645114
SW90,Before,28445.66290644768,11.81672865068918
SW90,Before,30373.97560682175,12.019150825658265
SW90,Before,32433.00735152441,12.22390658555237
SW90,Before,34631.61949823217,12.430995930371497
SW90,Before,36979.274110205675,12.640418860115652
SW90,Before,39486.0746777242,12.852175374784817
SW90,Before,42162.80959999999,13.066265474379003
SW90,During,744.34,3.3945229631351963
SW90,During,797.2213555833501,3.520714028428968
SW90,During,853.8596472017546,3.6482544814491003
SW90,During,914.5217849640005,3.7771443221956003
SW90,During,979.4936415072482,3.907383550668461
SW90,During,1049.0813991827401,4.038972166867689
SW90,During,1123.6129929517979,4.171910170793275
SW90,During,1203.4396557918396,4.306197562445227
SW90,During,1288.937573895169,4.441834341823544
SW90,During,1380.5096594607594,4.578820508928224
SW90,During,1478.5874494333436,4.7171560637592655
SW90,During,1583.6331391377312,4.8568410063166745
SW90,During,1696.1417603918874,4.9978753366004405
