target,same_day,n_points,n_features,history_years,n_train,model,PI,rmse_cm
15,False,8,63,11.0,3299,Ridge,0.35418557566909625,8.46034098861973
15,False,8,63,11.0,3299,Gradient boosting,0.2746165648985671,8.966393900667729
15,False,all,98,0.5,176,Ridge,0.023275397353355043,10.404472354559397
15,False,all,98,0.5,176,Gradient boosting,-0.06619080765473884,10.870548646620492
15,False,all,98,1.0,357,Ridge,0.18676605119873846,9.49383647533269
15,False,all,98,1.0,357,Gradient boosting,0.08599029073131159,10.064898545058004
15,False,all,98,2.0,534,Ridge,0.2434762653616943,9.156832623758916
15,False,all,98,2.0,534,Gradient boosting,0.1324420985865059,9.805804530046352
15,False,all,98,3.0,838,Ridge,0.3466596593575533,8.509493958129752
15,False,all,98,3.0,838,Gradient boosting,0.14663506177272667,9.725263891449941
15,False,all,98,5.0,1568,Ridge,0.3832072457924649,8.268060170797732
15,False,all,98,5.0,1568,Gradient boosting,0.1590776365814489,9.6541034457461
15,False,all,98,8.0,2460,Ridge,0.3869039725357597,8.243245762786717
15,False,all,98,8.0,2460,Gradient boosting,0.17097577985689372,9.585562568362931
15,False,all,98,11.0,3299,Ridge,0.3416959126493546,8.541758189941186
15,False,all,98,11.0,3299,Gradient boosting,0.2143585565541215,9.331386744957843
15,False,all+B,112,0.5,176,Ridge,-0.026163921694059233,10.664545898013916
15,False,all+B,112,0.5,176,Gradient boosting,-0.046151583311101474,10.767907230565243
15,False,all+B,112,1.0,357,Ridge,0.13326369336542943,9.801160283196495
15,False,all+B,112,1.0,357,Gradient boosting,0.01591931600409524,10.443578863856851
15,False,all+B,112,2.0,534,Ridge,0.16089207838462805,9.64368258601305
15,False,all+B,112,2.0,534,Gradient boosting,-0.05503505011644605,10.813528791303552
15,False,all+B,112,3.0,838,Ridge,0.19246123097363999,9.460534802624323
15,False,all+B,112,3.0,838,Gradient boosting,0.03256124851511666,10.354895886949095
15,False,all+B,112,5.0,1568,Ridge,0.2906403750620512,8.866806477380853
15,False,all+B,112,5.0,1568,Gradient boosting,0.14309774758785643,9.745399320347246
15,False,all+B,112,8.0,2460,Ridge,0.4048949887088811,8.12139812083407
15,False,all+B,112,8.0,2460,Gradient boosting,0.11466047933049983,9.905785568044811
15,False,all+B,112,11.0,3299,Ridge,0.40778461945009103,8.101656731838464
15,False,all+B,112,11.0,3299,Gradient boosting,0.1506551169017366,9.70232982903989
